@relation prueba-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-Llast

@attribute score numeric
@attribute ghost1-living {True,False}
@attribute ghost2-living {True,False}
@attribute ghost3-living {True,False}
@attribute ghost4-living {True,False}
@attribute distance-ghost1 numeric
@attribute distance-ghost2 numeric
@attribute distance-ghost3 numeric
@attribute distance-ghost4 numeric
@attribute prev-distance-ghost1 numeric
@attribute prev-distance-ghost2 numeric
@attribute prev-distance-ghost3 numeric
@attribute prev-distance-ghost4 numeric
@attribute posX numeric
@attribute posY numeric
@attribute direction {North,South,East,West,Stop}
@attribute wall-east {True,False}
@attribute wall-south {True,False}
@attribute wall-west {True,False}
@attribute wall-north {True,False}
@attribute move {North,South,East,West,Stop}
@attribute scoreN numeric
@attribute ghost1-livingN {True,False}
@attribute ghost2-livingN {True,False}
@attribute ghost3-livingN {True,False}
@attribute ghost4-livingN {True,False}
@attribute distance-ghost1N numeric
@attribute distance-ghost2N numeric
@attribute distance-ghost3N numeric
@attribute distance-ghost4N numeric
@attribute prev-distance-ghost1N numeric
@attribute prev-distance-ghost2N numeric
@attribute prev-distance-ghost3N numeric
@attribute prev-distance-ghost4N numeric
@attribute posXN numeric
@attribute posYN numeric
@attribute directionN {North,South,East,West,Stop}
@attribute wall-eastN {True,False}
@attribute wall-southN {True,False}
@attribute wall-westN {True,False}
@attribute wall-northN {True,False}
@attribute moveN {North,South,East,West,Stop}
@attribute fx numeric

@data
-5,True,True,True,True,25,22,13,16,26,22,19,22,17,12,South,False,False,False,False,South,-8,True,True,True,True,23,23,15,15,22,22,16,16,17,9,South,False,False,False,False,South,1.351771
-6,True,True,True,True,24,19,14,16,25,22,13,16,17,11,South,False,False,False,False,South,-9,True,True,True,True,21,17,10,12,23,23,15,15,17,8,South,False,False,False,False,West,1.594247
-7,True,True,True,True,22,22,16,16,24,19,14,16,17,10,South,False,False,False,False,South,-10,True,True,True,True,20,16,10,11,21,17,10,12,16,8,West,False,False,False,False,West,1.614701
-8,True,True,True,True,23,23,15,15,22,22,16,16,17,9,South,False,False,False,False,South,-11,True,True,True,True,17,16,7,10,20,16,10,11,15,8,West,False,False,False,False,West,1.638009
-9,True,True,True,True,21,17,10,12,23,23,15,15,17,8,South,False,False,False,False,West,-12,True,True,True,True,15,15,6,10,17,16,7,10,14,8,West,False,False,False,False,West,2.005189
-10,True,True,True,True,20,16,10,11,21,17,10,12,16,8,West,False,False,False,False,West,-13,True,True,True,True,14,12,6,7,15,15,6,10,13,8,West,False,False,False,False,West,2.295146
-11,True,True,True,True,17,16,7,10,20,16,10,11,15,8,West,False,False,False,False,West,-14,True,True,True,True,11,10,5,9,14,12,6,7,12,8,West,False,False,False,False,West,3.130416
-12,True,True,True,True,15,15,6,10,17,16,7,10,14,8,West,False,False,False,False,West,-15,True,True,True,True,15,10,6,6,11,10,5,9,11,8,West,False,False,False,False,West,3.17595
-13,True,True,True,True,14,12,6,7,15,15,6,10,13,8,West,False,False,False,False,West,-16,True,True,True,True,6,9,3,10,15,10,6,6,10,8,West,False,False,False,False,South,5.037124
-14,True,True,True,True,11,10,5,9,14,12,6,7,12,8,West,False,False,False,False,West,-17,True,True,True,True,8,8,3,10,6,9,3,10,10,7,South,False,False,False,False,South,5.122499
-15,True,True,True,True,15,10,6,6,11,10,5,9,11,8,West,False,False,False,False,West,-18,True,True,True,True,7,7,2,10,8,8,3,10,10,6,South,False,False,False,False,West,5.229218
-16,True,True,True,True,6,9,3,10,15,10,6,6,10,8,West,False,False,False,False,South,-19,True,True,True,True,6,6,0,8,7,7,2,10,9,6,West,False,False,False,False,West,13.903927
-18,True,True,True,True,7,7,2,10,8,8,3,10,10,6,South,False,False,False,False,West,179,True,True,False,True,4,4,0,2,0,1,0,12,7,6,West,False,False,False,False,West,4.339895
-19,True,True,True,True,6,6,0,8,7,7,2,10,9,6,West,False,False,False,False,West,178,True,True,False,True,5,4,0,5,4,4,0,2,6,6,West,False,False,False,False,South,4.482187
180,True,True,False,True,0,1,0,12,6,6,0,8,8,6,West,False,False,False,False,West,177,True,True,False,True,3,5,0,3,5,4,0,5,6,5,South,False,False,False,False,South,5.407083
179,True,True,False,True,4,4,0,2,0,1,0,12,7,6,West,False,False,False,False,West,176,True,True,False,True,2,5,0,1,3,5,0,3,6,4,South,False,False,False,False,South,7.541457
177,True,True,False,True,3,5,0,3,5,4,0,5,6,5,South,False,False,False,False,South,574,False,True,False,False,0,8,0,0,0,5,0,1,5,3,West,False,True,False,False,West,3.58575
375,False,True,False,True,0,5,0,1,2,5,0,1,6,3,South,False,True,False,False,West,572,False,True,False,False,0,6,0,0,0,8,0,0,4,4,North,False,False,False,False,North,2.988125
574,False,True,False,False,0,8,0,0,0,5,0,1,5,3,West,False,True,False,False,West,571,False,True,False,False,0,7,0,0,0,6,0,0,4,5,North,False,False,False,False,North,3.58575
573,False,True,False,False,0,8,0,0,0,8,0,0,4,3,West,False,True,False,False,North,570,False,True,False,False,0,5,0,0,0,7,0,0,4,6,North,False,False,False,False,North,3.58575
572,False,True,False,False,0,6,0,0,0,8,0,0,4,4,North,False,False,False,False,North,569,False,True,False,False,0,2,0,0,0,5,0,0,4,7,North,False,False,False,False,East,5.976249
571,False,True,False,False,0,7,0,0,0,6,0,0,4,5,North,False,False,False,False,North,568,False,True,False,False,0,0,0,0,0,2,0,0,5,7,East,False,False,False,False,North,5.976249
570,False,True,False,False,0,5,0,0,0,7,0,0,4,6,North,False,False,False,False,North,567,False,True,False,False,0,0,0,0,0,0,0,0,5,8,North,False,False,False,False,North,17.928748
568,False,True,False,False,0,0,0,0,0,2,0,0,5,7,East,False,False,False,False,North,565,False,True,False,False,0,1,0,0,0,4,0,0,6,9,East,False,False,False,False,South,17.928748
-2,True,True,True,True,24,23,20,17,25,21,19,18,17,14,Stop,False,False,False,True,West,-5,True,True,True,True,23,18,8,15,24,27,19,16,15,13,South,False,False,False,False,South,1.189152
-3,True,True,True,True,23,25,18,18,24,23,20,17,16,14,West,False,False,False,True,West,-6,True,True,True,True,19,21,13,12,23,18,8,15,15,12,South,False,False,False,False,South,1.275049
-4,True,True,True,True,24,27,19,16,23,25,18,18,15,14,West,False,False,False,True,South,-7,True,True,True,True,18,20,10,12,19,21,13,12,15,11,South,False,False,False,False,South,1.477827
-5,True,True,True,True,23,18,8,15,24,27,19,16,15,13,South,False,False,False,False,South,-8,True,True,True,True,18,19,10,12,18,20,10,12,15,10,South,False,False,False,False,South,1.491172
-6,True,True,True,True,19,21,13,12,23,18,8,15,15,12,South,False,False,False,False,South,-9,True,True,True,True,18,16,10,8,18,19,10,12,15,9,South,False,False,False,False,South,1.505704
-7,True,True,True,True,18,20,10,12,19,21,13,12,15,11,South,False,False,False,False,South,-10,True,True,True,True,17,15,9,10,18,16,10,8,15,8,South,False,False,False,False,West,1.797734
-8,True,True,True,True,18,19,10,12,18,20,10,12,15,10,South,False,False,False,False,South,-11,True,True,True,True,14,14,8,10,17,15,9,10,14,8,West,False,False,False,False,West,1.827324
-9,True,True,True,True,18,16,10,8,18,19,10,12,15,9,South,False,False,False,False,South,-12,True,True,True,True,13,12,6,9,14,14,8,10,13,8,West,False,False,False,False,West,2.309698
-10,True,True,True,True,17,15,9,10,18,16,10,8,15,8,South,False,False,False,False,West,-13,True,True,True,True,11,12,3,6,13,12,6,9,12,8,West,False,False,False,False,South,3.110089
-11,True,True,True,True,14,14,8,10,17,15,9,10,14,8,West,False,False,False,False,West,-14,True,True,True,True,9,11,2,4,11,12,3,6,12,7,South,False,False,False,False,South,3.152307
-12,True,True,True,True,13,12,6,9,14,14,8,10,13,8,West,False,False,False,False,West,-15,True,True,True,True,11,12,1,2,9,11,2,4,12,6,South,False,False,False,False,West,4.859807
-13,True,True,True,True,11,12,3,6,13,12,6,9,12,8,West,False,False,False,False,South,-16,True,True,True,True,10,12,2,3,11,12,1,2,11,6,West,False,False,False,False,South,7.13491
-14,True,True,True,True,9,11,2,4,11,12,3,6,12,7,South,False,False,False,False,South,-17,True,True,True,True,7,8,2,1,10,12,2,3,11,5,South,False,False,False,False,South,7.171499
-18,True,True,True,True,9,11,0,3,7,8,2,1,11,4,South,False,False,False,False,West,-21,True,True,True,True,11,8,0,3,13,11,3,5,12,4,East,False,False,False,False,East,4.909062
-19,True,True,True,True,11,7,4,3,9,11,0,3,10,4,West,False,False,False,False,East,-22,True,True,True,True,14,14,0,1,11,8,0,3,13,4,East,False,False,False,False,East,13.474401
-21,True,True,True,True,11,8,0,3,13,11,3,5,12,4,East,False,False,False,False,East,-24,True,True,True,True,14,11,2,6,14,12,1,5,14,3,South,False,True,False,False,North,13.504771
-24,True,True,True,True,14,11,2,6,14,12,1,5,14,3,South,False,True,False,False,North,173,True,True,False,True,12,5,0,5,13,10,0,9,13,5,West,False,False,False,False,South,2.341714
175,True,True,False,True,14,7,0,4,14,11,2,6,14,4,North,False,False,False,False,North,172,True,True,False,True,13,5,0,5,12,5,0,5,13,4,South,False,False,False,False,West,3.163897
174,True,True,False,True,13,10,0,9,14,7,0,4,14,5,North,False,False,False,False,West,171,True,True,False,True,8,4,0,4,13,5,0,5,12,4,West,False,False,False,False,West,3.24425
173,True,True,False,True,12,5,0,5,13,10,0,9,13,5,West,False,False,False,False,South,170,True,True,False,True,11,4,0,1,8,4,0,4,11,4,West,False,False,False,False,West,3.24425
172,True,True,False,True,13,5,0,5,12,5,0,5,13,4,South,False,False,False,False,West,169,True,True,False,True,9,2,0,2,11,4,0,1,10,4,West,False,False,False,False,North,5.056826
170,True,True,False,True,11,4,0,1,8,4,0,4,11,4,West,False,False,False,False,West,167,True,True,False,True,12,4,0,6,9,5,0,1,10,6,North,False,False,False,False,South,3.24425
169,True,True,False,True,9,2,0,2,11,4,0,1,10,4,West,False,False,False,False,North,366,True,True,False,False,8,0,0,0,12,4,0,6,10,5,South,False,False,False,False,South,5.200113
168,True,True,False,True,9,5,0,1,9,2,0,2,10,5,North,False,False,False,False,North,365,True,True,False,False,11,1,0,0,8,0,0,0,10,4,South,False,False,False,False,South,13.944582
366,True,True,False,False,8,0,0,0,12,4,0,6,10,5,South,False,False,False,False,South,563,True,False,False,False,14,0,0,0,8,0,0,0,9,3,West,False,True,False,False,West,2.241093
365,True,True,False,False,11,1,0,0,8,0,0,0,10,4,South,False,False,False,False,South,562,True,False,False,False,6,0,0,0,14,0,0,0,8,3,West,False,True,False,False,North,2.988125
564,True,False,False,False,8,0,0,0,11,1,0,0,10,3,South,False,True,False,False,West,561,True,False,False,False,5,0,0,0,6,0,0,0,8,4,North,False,False,False,False,West,2.988125
563,True,False,False,False,14,0,0,0,8,0,0,0,9,3,West,False,True,False,False,West,560,True,False,False,False,6,0,0,0,5,0,0,0,7,4,West,False,False,False,False,West,2.988125
562,True,False,False,False,6,0,0,0,14,0,0,0,8,3,West,False,True,False,False,North,559,True,False,False,False,3,0,0,0,6,0,0,0,6,4,West,False,False,False,False,West,4.482187
561,True,False,False,False,5,0,0,0,6,0,0,0,8,4,North,False,False,False,False,West,558,True,False,False,False,2,0,0,0,3,0,0,0,5,4,West,False,False,False,False,North,8.964374
560,True,False,False,False,6,0,0,0,5,0,0,0,7,4,West,False,False,False,False,West,557,True,False,False,False,3,0,0,0,2,0,0,0,5,5,North,False,False,False,False,West,8.964374
559,True,False,False,False,3,0,0,0,6,0,0,0,6,4,West,False,False,False,False,West,556,True,False,False,False,4,0,0,0,3,0,0,0,4,5,West,False,False,False,False,South,8.964374
-2,True,True,True,True,26,22,21,21,26,23,18,20,17,14,Stop,False,False,False,True,South,-5,True,True,True,True,22,19,17,19,25,21,17,20,17,11,South,False,False,False,False,South,1.013775
-3,True,True,True,True,24,21,18,19,26,22,21,21,17,13,South,False,False,False,False,South,-6,True,True,True,True,20,18,21,17,22,19,17,19,17,10,South,False,False,False,False,South,1.013775
-4,True,True,True,True,25,21,17,20,24,21,18,19,17,12,South,False,False,False,False,South,-7,True,True,True,True,20,18,17,17,20,18,21,17,17,9,South,False,False,False,False,South,1.084974
-5,True,True,True,True,22,19,17,19,25,21,17,20,17,11,South,False,False,False,False,South,-8,True,True,True,True,17,16,9,12,20,18,17,17,17,8,South,False,False,False,False,West,1.234888
-6,True,True,True,True,20,18,21,17,22,19,17,19,17,10,South,False,False,False,False,South,-9,True,True,True,True,16,19,11,13,17,16,9,12,16,8,West,False,False,False,False,West,1.326596
-7,True,True,True,True,20,18,17,17,20,18,21,17,17,9,South,False,False,False,False,South,-10,True,True,True,True,16,14,12,11,16,19,11,13,15,8,West,False,False,False,False,West,1.558243
-8,True,True,True,True,17,16,9,12,20,18,17,17,17,8,South,False,False,False,False,West,-11,True,True,True,True,12,14,5,10,16,14,12,11,14,8,West,False,False,False,False,South,1.7075
-9,True,True,True,True,16,19,11,13,17,16,9,12,16,8,West,False,False,False,False,West,-12,True,True,True,True,10,11,6,12,12,14,5,10,14,7,South,False,False,False,False,South,2.081015
-10,True,True,True,True,16,14,12,11,16,19,11,13,15,8,West,False,False,False,False,West,-13,True,True,True,True,12,12,7,12,10,11,6,12,14,6,South,False,False,False,False,West,2.646625
-11,True,True,True,True,12,14,5,10,16,14,12,11,14,8,West,False,False,False,False,South,-14,True,True,True,True,12,9,6,8,12,12,7,12,13,6,West,False,False,False,False,West,2.683214
-12,True,True,True,True,10,11,6,12,12,14,5,10,14,7,South,False,False,False,False,South,-15,True,True,True,True,10,13,3,3,12,9,6,8,12,6,West,False,False,False,False,West,3.816262
-13,True,True,True,True,12,12,7,12,10,11,6,12,14,6,South,False,False,False,False,West,-16,True,True,True,True,9,11,4,8,10,13,3,3,11,6,West,False,False,False,False,West,3.816262
-14,True,True,True,True,12,9,6,8,12,12,7,12,13,6,West,False,False,False,False,West,-17,True,True,True,True,8,14,2,6,9,11,4,8,10,6,West,False,False,False,False,West,7.171499
-15,True,True,True,True,10,13,3,3,12,9,6,8,12,6,West,False,False,False,False,West,-18,True,True,True,True,2,9,0,3,8,14,2,6,9,6,West,False,False,False,False,West,13.830748
-17,True,True,True,True,8,14,2,6,9,11,4,8,10,6,West,False,False,False,False,West,180,True,True,False,True,6,4,0,3,8,9,0,2,7,6,West,False,False,False,False,West,4.226062
-18,True,True,True,True,2,9,0,3,8,14,2,6,9,6,West,False,False,False,False,West,379,True,True,False,False,5,6,0,0,6,4,0,3,6,6,West,False,False,False,False,South,5.549374
181,True,True,False,True,8,9,0,2,2,9,0,3,8,6,West,False,False,False,False,West,378,True,True,False,False,3,3,0,0,5,6,0,0,6,5,South,False,False,False,False,West,5.976249
180,True,True,False,True,6,4,0,3,8,9,0,2,7,6,West,False,False,False,False,West,377,True,True,False,False,2,4,0,0,3,3,0,0,5,5,West,False,False,False,False,West,8.452124
379,True,True,False,False,5,6,0,0,6,4,0,3,6,6,West,False,False,False,False,South,376,True,True,False,False,2,0,0,0,2,4,0,0,4,5,West,False,False,False,False,North,8.452124
378,True,True,False,False,3,3,0,0,5,6,0,0,6,5,South,False,False,False,False,West,375,True,True,False,False,0,3,0,0,2,0,0,0,4,6,North,False,False,False,False,West,8.452124
377,True,True,False,False,2,4,0,0,3,3,0,0,5,5,West,False,False,False,False,West,374,True,True,False,False,2,3,0,0,0,3,0,0,3,6,West,False,False,False,False,South,8.452124
376,True,True,False,False,2,0,0,0,2,4,0,0,4,5,West,False,False,False,False,North,573,True,False,False,False,0,0,0,0,2,3,0,0,3,5,South,False,False,False,False,East,17.928748
-3,True,True,True,True,23,24,21,18,24,26,20,19,17,14,Stop,False,False,False,True,West,-6,True,True,True,True,18,22,20,15,21,22,19,16,16,12,South,False,False,False,False,South,0.981063
-4,True,True,True,True,22,24,19,16,23,24,21,18,16,14,West,False,False,False,True,South,-7,True,True,True,True,15,20,18,18,18,22,20,15,16,11,South,False,False,False,False,South,0.981063
-5,True,True,True,True,21,22,19,16,22,24,19,16,16,13,South,False,False,False,False,South,-8,True,True,True,True,17,23,17,16,15,20,18,18,16,10,South,False,False,False,False,South,1.037892
-6,True,True,True,True,18,22,20,15,21,22,19,16,16,12,South,False,False,False,False,South,-9,True,True,True,True,20,19,13,8,17,23,17,16,16,9,South,False,False,False,False,South,1.149279
-7,True,True,True,True,15,20,18,18,18,22,20,15,16,11,South,False,False,False,False,South,-10,True,True,True,True,15,19,14,7,20,19,13,8,16,8,South,False,False,False,False,South,1.222082
-8,True,True,True,True,17,23,17,16,15,20,18,18,16,10,South,False,False,False,False,South,-11,True,True,True,True,17,21,14,10,15,19,14,7,16,7,South,False,False,False,False,South,1.401263
-9,True,True,True,True,20,19,13,8,17,23,17,16,16,9,South,False,False,False,False,South,-12,True,True,True,True,17,17,11,8,17,21,14,10,16,6,South,False,False,False,False,South,1.530097
-10,True,True,True,True,15,19,14,7,20,19,13,8,16,8,South,False,False,False,False,South,-13,True,True,True,True,17,14,8,6,17,17,11,8,16,5,South,False,False,False,False,West,1.655442
-11,True,True,True,True,17,21,14,10,15,19,14,7,16,7,South,False,False,False,False,South,-14,True,True,True,True,13,12,10,8,17,14,8,6,15,5,West,False,False,False,False,West,1.695963
-12,True,True,True,True,17,17,11,8,17,21,14,10,16,6,South,False,False,False,False,South,-15,True,True,True,True,13,10,11,3,13,12,10,8,14,5,West,False,False,False,False,West,1.7075
-13,True,True,True,True,17,14,8,6,17,17,11,8,16,5,South,False,False,False,False,West,-16,True,True,True,True,14,13,8,7,13,10,11,3,13,5,West,False,False,False,False,West,1.7075
-14,True,True,True,True,13,12,10,8,17,14,8,6,15,5,West,False,False,False,False,West,-17,True,True,True,True,13,11,8,2,14,13,8,7,12,5,West,False,False,False,False,West,2.113031
-15,True,True,True,True,13,10,11,3,13,12,10,8,14,5,West,False,False,False,False,West,-18,True,True,True,True,10,10,9,4,13,11,8,2,11,5,West,False,False,False,False,South,2.14962
-16,True,True,True,True,14,13,8,7,13,10,11,3,13,5,West,False,False,False,False,West,-19,True,True,True,True,6,11,8,0,10,10,9,4,11,4,South,False,False,False,False,West,2.398631
-17,True,True,True,True,13,11,8,2,14,13,8,7,12,5,West,False,False,False,False,West,180,True,True,True,False,6,11,6,0,6,11,8,0,10,4,West,False,False,False,False,West,3.229402
-18,True,True,True,True,10,10,9,4,13,11,8,2,11,5,West,False,False,False,False,South,179,True,True,True,False,1,12,2,0,6,11,6,0,9,4,West,False,False,False,False,South,5.077565
180,True,True,True,False,6,11,6,0,6,11,8,0,10,4,West,False,False,False,False,West,177,True,True,True,False,2,17,0,0,4,11,2,0,8,3,West,False,True,False,False,West,13.766717
179,True,True,True,False,1,12,2,0,6,11,6,0,9,4,West,False,False,False,False,South,176,True,True,True,False,2,8,0,0,2,17,0,0,7,3,West,False,True,False,False,North,14.086873
177,True,True,True,False,2,17,0,0,4,11,2,0,8,3,West,False,True,False,False,West,374,True,True,False,False,1,5,0,0,5,7,0,0,6,4,West,False,False,False,False,West,14.26982
375,True,True,False,False,5,7,0,0,2,8,0,0,7,4,North,False,False,False,False,West,572,False,True,False,False,0,4,0,0,0,8,0,0,4,4,West,False,False,False,False,West,4.482187
374,True,True,False,False,1,5,0,0,5,7,0,0,6,4,West,False,False,False,False,West,571,False,True,False,False,0,4,0,0,0,4,0,0,3,4,West,False,False,False,False,West,8.964374
573,False,True,False,False,0,8,0,0,1,5,0,0,5,4,West,False,False,False,False,West,570,False,True,False,False,0,5,0,0,0,4,0,0,2,4,West,False,False,False,False,North,8.964374
-5,True,True,True,True,18,10,8,2,14,9,6,8,13,11,East,False,False,False,False,East,192,True,True,True,False,18,14,10,0,20,12,11,0,14,11,West,False,False,False,False,West,1.655442
194,True,True,True,False,16,13,11,0,18,10,8,2,14,11,East,False,False,False,False,East,191,True,True,True,False,18,5,7,0,18,14,10,0,13,11,West,False,False,False,False,West,1.827324
193,True,True,True,False,20,12,11,0,16,13,11,0,15,11,East,False,False,False,False,West,190,True,True,True,False,15,14,8,0,18,5,7,0,12,11,West,False,False,False,False,South,1.849791
192,True,True,True,False,18,14,10,0,20,12,11,0,14,11,West,False,False,False,False,West,189,True,True,True,False,15,8,7,0,15,14,8,0,12,10,South,False,False,False,False,South,2.32519
191,True,True,True,False,18,5,7,0,18,14,10,0,13,11,West,False,False,False,False,West,188,True,True,True,False,12,9,5,0,15,8,7,0,12,9,South,False,False,False,False,South,3.130416
190,True,True,True,False,15,14,8,0,18,5,7,0,12,11,West,False,False,False,False,South,187,True,True,True,False,10,12,3,0,12,9,5,0,12,8,South,False,False,False,False,South,4.967272
189,True,True,True,False,15,8,7,0,15,14,8,0,12,10,South,False,False,False,False,South,186,True,True,True,False,10,8,0,0,10,12,3,0,12,7,South,False,False,False,False,South,7.071276
188,True,True,True,False,12,9,5,0,15,8,7,0,12,9,South,False,False,False,False,South,185,True,True,True,False,15,10,5,0,10,8,0,0,12,6,South,False,False,False,False,South,7.071276
187,True,True,True,False,10,12,3,0,12,9,5,0,12,8,South,False,False,False,False,South,184,True,True,True,False,17,11,2,0,15,10,5,0,12,5,South,False,False,False,False,West,13.446561
186,True,True,True,False,10,8,0,0,10,12,3,0,12,7,South,False,False,False,False,South,183,True,True,True,False,11,7,3,0,17,11,2,0,11,5,West,False,False,False,False,East,13.538034
183,True,True,True,False,11,7,3,0,17,11,2,0,11,5,West,False,False,False,False,East,380,True,True,False,False,12,10,0,0,14,12,0,0,13,6,North,False,False,False,False,North,1.935166
382,True,True,False,False,13,9,0,0,11,7,3,0,12,5,East,False,False,False,False,East,379,True,True,False,False,12,8,0,0,12,10,0,0,13,7,North,False,False,False,False,North,1.935166
381,True,True,False,False,14,12,0,0,13,9,0,0,13,5,East,False,False,False,False,North,378,True,True,False,False,7,9,0,0,12,8,0,0,13,8,North,False,False,False,False,North,1.935166
380,True,True,False,False,12,10,0,0,14,12,0,0,13,6,North,False,False,False,False,North,377,True,True,False,False,14,11,0,0,7,9,0,0,13,9,North,False,False,False,False,North,2.341714
378,True,True,False,False,7,9,0,0,12,8,0,0,13,8,North,False,False,False,False,North,375,True,True,False,False,15,7,0,0,11,8,0,0,13,11,North,False,False,False,False,West,2.317321
377,True,True,False,False,14,11,0,0,7,9,0,0,13,9,North,False,False,False,False,North,374,True,True,False,False,14,5,0,0,15,7,0,0,12,11,West,False,False,False,False,West,3.130416
376,True,True,False,False,11,8,0,0,14,11,0,0,13,10,North,False,False,False,False,North,373,True,True,False,False,11,10,0,0,14,5,0,0,11,11,West,False,False,False,False,North,3.130416
374,True,True,False,False,14,5,0,0,15,7,0,0,12,11,West,False,False,False,False,West,371,True,True,False,False,13,3,0,0,14,5,0,0,10,12,West,False,False,False,False,West,4.951749
373,True,True,False,False,11,10,0,0,14,5,0,0,11,11,West,False,False,False,False,North,370,True,True,False,False,13,4,0,0,13,3,0,0,9,12,West,False,False,False,False,West,4.951749
372,True,True,False,False,14,5,0,0,11,10,0,0,11,12,North,False,False,False,False,West,369,True,True,False,False,8,2,0,0,13,4,0,0,8,12,West,False,False,False,False,West,5.056826
371,True,True,False,False,13,3,0,0,14,5,0,0,10,12,West,False,False,False,False,West,368,True,True,False,False,12,0,0,0,8,2,0,0,7,12,West,False,False,False,False,West,13.737612
369,True,True,False,False,8,2,0,0,13,4,0,0,8,12,West,False,False,False,False,West,566,True,False,False,False,7,0,0,0,10,0,0,0,5,12,West,False,False,False,False,South,2.241093
368,True,True,False,False,12,0,0,0,8,2,0,0,7,12,West,False,False,False,False,West,565,True,False,False,False,3,0,0,0,7,0,0,0,5,11,South,False,False,False,False,South,2.988125
567,True,False,False,False,10,0,0,0,12,0,0,0,6,12,West,False,False,False,False,West,564,True,False,False,False,5,0,0,0,3,0,0,0,5,10,South,False,False,False,False,South,4.482187
566,True,False,False,False,7,0,0,0,10,0,0,0,5,12,West,False,False,False,False,South,563,True,False,False,False,1,0,0,0,5,0,0,0,5,9,South,False,False,False,False,South,8.964374
565,True,False,False,False,3,0,0,0,7,0,0,0,5,11,South,False,False,False,False,South,562,True,False,False,False,2,0,0,0,1,0,0,0,5,8,South,False,False,False,False,West,8.964374
-2,True,True,True,True,9,6,7,8,8,11,8,7,9,3,Stop,False,True,False,True,West,-5,True,True,True,True,7,13,11,12,0,11,12,10,6,3,West,True,True,False,False,North,2.285714
-3,True,True,True,True,8,8,13,6,9,6,7,8,8,3,West,False,True,False,True,West,-6,True,True,True,True,4,7,12,9,7,13,11,12,6,4,North,True,False,True,False,North,3.076923
-4,True,True,True,True,0,11,12,10,8,8,13,6,7,3,West,False,True,False,True,West,-7,True,True,True,True,4,7,8,9,4,7,12,9,6,5,North,False,False,False,False,North,3.806818
-5,True,True,True,True,7,13,11,12,0,11,12,10,6,3,West,True,True,False,False,North,-8,True,True,True,True,2,10,6,9,4,7,8,9,6,6,North,False,False,True,False,North,5
-6,True,True,True,True,4,7,12,9,7,13,11,12,6,4,North,True,False,True,False,North,-9,True,True,True,True,1,7,10,8,2,10,6,9,6,7,North,False,False,True,False,North,13.571429
-8,True,True,True,True,2,10,6,9,4,7,8,9,6,6,North,False,False,True,False,North,189,False,True,True,True,0,5,7,8,0,5,2,7,6,9,North,False,False,False,False,East,3.5
-9,True,True,True,True,1,7,10,8,2,10,6,9,6,7,North,False,False,True,False,North,188,False,True,True,True,0,2,1,7,0,5,7,8,7,9,East,False,True,False,True,East,5.595238
190,False,True,True,True,0,5,2,7,1,7,10,8,6,8,North,False,False,True,False,North,187,False,True,True,True,0,0,3,8,0,2,1,7,8,9,East,False,True,False,True,East,8.25
189,False,True,True,True,0,5,7,8,0,5,2,7,6,9,North,False,False,False,False,East,186,False,True,True,True,0,1,1,5,0,0,3,8,9,9,East,False,True,False,False,East,17.5
-2,True,True,True,True,28,25,19,20,28,21,20,25,18,3,Stop,False,True,True,False,West,-5,True,True,True,True,19,23,18,18,22,22,18,18,15,3,West,True,True,False,False,North,0.751109
-3,True,True,True,True,26,20,18,20,28,25,19,20,17,3,West,False,True,False,True,West,-6,True,True,True,True,14,18,15,20,19,23,18,18,15,4,North,True,False,True,False,North,0.817308
-4,True,True,True,True,22,22,18,18,26,20,18,20,16,3,West,False,True,False,True,West,-7,True,True,True,True,16,18,15,14,14,18,15,20,15,5,North,True,False,False,False,North,0.899924
-5,True,True,True,True,19,23,18,18,22,22,18,18,15,3,West,True,True,False,False,North,-8,True,True,True,True,12,18,12,13,16,18,15,14,15,6,North,True,False,False,False,East,1.005131
-6,True,True,True,True,14,18,15,20,19,23,18,18,15,4,North,True,False,True,False,North,-9,True,True,True,True,13,18,19,13,12,18,12,13,16,6,East,False,False,True,False,North,1.127232
-7,True,True,True,True,16,18,15,14,14,18,15,20,15,5,North,True,False,False,False,North,-10,True,True,True,True,15,15,13,11,13,18,19,13,16,7,North,False,False,True,False,North,1.130952
-8,True,True,True,True,12,18,12,13,16,18,15,14,15,6,North,True,False,False,False,East,-11,True,True,True,True,12,16,14,15,15,15,13,11,16,8,North,False,False,True,False,North,1.211538
-9,True,True,True,True,13,18,19,13,12,18,12,13,16,6,East,False,False,True,False,North,-12,True,True,True,True,15,17,12,12,12,16,14,15,16,9,North,False,False,False,False,North,1.220159
-10,True,True,True,True,15,15,13,11,13,18,19,13,16,7,North,False,False,True,False,North,-13,True,True,True,True,15,15,12,11,15,17,12,12,16,10,North,True,False,True,False,North,1.324686
-11,True,True,True,True,12,16,14,15,15,15,13,11,16,8,North,False,False,True,False,North,-14,True,True,True,True,17,16,12,10,15,15,12,11,16,11,North,False,False,True,True,West,1.430481
-12,True,True,True,True,15,17,12,12,12,16,14,15,16,9,North,False,False,False,False,North,-15,True,True,True,True,14,15,11,8,17,16,12,10,15,11,West,False,True,False,False,West,1.5625
-13,True,True,True,True,15,15,12,11,15,17,12,12,16,10,North,True,False,True,False,North,-16,True,True,True,True,19,17,8,8,14,15,11,8,14,11,West,False,True,False,True,West,1.722222
